x,y
355.537262,300.3930359
362.3504333,298.3132935
349.3221436,307.7059937
346.4988403,317.2340393
339.5296631,323.2229004
334.1031799,315.1647034
331.3539124,306.2632141
339.7167664,301.2958679
414.0679626,306.4343262
415.6274109,302.0090027
328.5192871,310.1362
328.5616455,320.1173096
325.265686,329.1244812
318.197998,323.527832
314.1812439,314.3838806
316.2466125,305.8421631
339.1158447,306.9078674
338.9038086,314.9032593
343.145813,310.9240112
319.9281616,309.7348938
320.7277832,318.9190979
323.7063904,315.3361816
537.8143921,308.4622498
535.1726074,314.4727478
222.2515717,315.1287537
212.4553375,317.0953674
203.4945831,321.0252075
205.0380554,330.3774414
213.4017334,335.4017944
223.1380005,334.0128784
230.6487885,327.5433655
230.5646667,319.2130737
360.9299927,146.447998
351.6445007,150.0032196
346.9061584,152.9359436
356.776947,151.465683
366.0277405,148.2837677
503.9249573,148.6541901
512.3468628,153.4951019
521.6030579,157.1827698
525.4566956,165.5328674
521.9449158,174.8061981
515.7866821,182.6333313
508.2666016,189.1812592
503.1472473,188.7433014
497.7044678,195.8709106
506.7362061,194.1027069
514.1868286,187.4876862
520.4987183,179.7647705
525.9530945,171.4091797
528.4655151,161.861084
522.4651794,154.6142273
513.1152649,151.1351776
504.6523743,146.3536911
355.5182495,187.2499237
353.3379517,196.9901123
351.420929,206.7843933
351.2084656,216.6568604
354.704834,210.749176
355.0183716,200.7804718
356.3985901,190.8955536
548.1415405,185.3686981
550.1213989,184.5891418
370.5298767,194.6871185
372.2865601,193.3068542
212.1993561,189.8686218
203.1752014,191.0923004
199.6866302,199.5461731
196.9005432,209.1300659
193.8122253,218.6087952
199.3206635,217.5036316
201.7388611,207.8436737
202.3339996,197.8907166
209.113205,194.0936432
217.6976166,190.0698547
409.3680725,191.9235229
404.1466064,200.4110413
398.5169373,202.5067902
407.9356079,204.720871
411.7403259,196.0088959
418.0702209,193.725296
421.28125,194.3787537
414.4220276,188.4902954
533.9680786,191.273819
536.2651978,188.1395264
295.3668823,191.8398438
296.5760193,201.4238434
300.8775024,209.7384186
306.4249878,202.3806915
309.0632019,203.9555969
309.2643127,213.9267731
307.8143311,223.7873993
302.5645752,231.349823
295.9161987,224.1589203
295.2706299,230.4373474
302.6085815,236.1443634
310.3024597,230.4909515
312.5010071,220.8309174
312.6200562,210.8553925
311.7548218,200.9159088
309.2368469,191.3051605
303.7770996,194.7023773
300.6291809,203.7861023
300.1965027,193.95961
444.8494873,190.2096558
438.209198,197.0554657
429.9447327,200.8086243
437.4380188,203.2489319
439.6096497,198.4612885
446.6743774,192.1368256
260.7255707,191.7443542
264.3249359,199.8218842
258.3733063,207.3677521
259.4141693,212.5325623
265.6146851,204.7820282
267.4417572,195.1617432
260.2432556,189.6779938
240.1045227,196.5259399
240.3446655,192.6378632
427.2078857,194.3226166
283.4714355,197.197403
279.2920532,205.7922363
282.1445923,208.6154022
286.2131958,199.7798462
460.0448608,193.2136688
460.7349854,197.1808319
364.4407654,197.0980225
219.5119171,198.3898163
217.3869476,208.1393585
214.7808228,217.7459412
218.3334808,221.6333618
221.120575,212.1777496
221.2376556,202.2015533
236.225235,202.6290436
231.3903351,210.1109619
236.8906097,209.9071198
240.9957886,206.2686005
247.1377106,212.4240112
243.9764709,204.2766876
365.8496704,201.5326538
373.808136,205.900177
369.1891479,202.8942108
382.2802429,202.7008667
390.2131653,201.1056976
539.3869629,212.2811127
548.2722778,216.7701111
557.5379028,220.3677673
561.5931396,212.9868164
558.4710693,216.0647736
549.3500977,214.9600983
540.505188,210.3722076
256.3506317,233.451767
253.4030914,242.9779816
249.3228912,249.3727417
256.9029541,245.7964935
258.2202911,235.9515839
276.4244385,229.8771057
273.2671661,239.3384094
274.8710022,243.4885712
277.6022339,234.1909332
409.491394,272.5867462
297.5428162,285.8277283
294.9902954,295.4715576
293.4064636,305.3220825
291.7665405,313.8721313
290.1053467,304.0307007
288.6303406,309.480957
288.5273743,319.4578247
292.6513367,327.3071289
296.7425232,318.8770752
296.6325378,308.9058228
296.8490295,298.941864
299.3446655,289.2903442
302.5553589,291.4873047
303.1939697,301.4469604
303.6222229,311.4186707
305.0020752,321.2832031
310.1872864,321.0803833
307.197998,311.5813599
305.9251709,301.6846619
304.9834595,291.7480164
303.5308533,281.8823853
226.0101471,284.9284058
232.5311279,292.3130493
232.7645874,301.8950195
225.6749268,308.3733215
216.9349365,312.8559875
209.2245483,315.6737976
219.1291199,314.5729675
228.7507782,312.2408142
235.3300018,304.8005371
237.7436371,295.3530884
232.2073212,287.2574463
223.2124023,283.5821228
410.2306213,286.6309509
481.559845,297.4589233
476.9541626,306.3114014
476.058136,313.9092407
480.8265991,305.5679321
484.5100098,296.3563232
492.699646,299.0661011
443.1789551,300.4055786
449.5346985,300.0281067
418.7046204,303.1603699
419.0646973,308.782959
417.375061,299.9664307
355.7592468,308.1878357
352.6400146,317.6462402
355.8658142,318.5982971
358.3356934,308.9301453
363.9494934,304.6474915
363.7493896,314.597229
365.2605286,324.2786255
371.3576965,318.8267517
365.3658142,315.016449
365.7932129,305.079834
361.0640869,301.201416
332.2804871,308.7328491
339.7129517,305.7001343
344.0254211,311.9379578
337.6671753,316.4325562
342.4425659,321.411438
347.2771912,312.7841797
346.2064819,303.5378113
319.3905334,304.7608032
314.8158264,313.0539856
320.063446,308.1230469
324.7865906,313.1015625
323.7605896,322.9780579
321.9532471,327.2091064
327.2305908,321.8711548
327.4619751,311.8938293
323.4591675,303.6272278
508.1671753,308.7954712
511.3803406,313.8169861
514.8902283,304.7107849
398.2644653,314.8649902
395.8527832,324.5456238
400.6665344,322.5098572
401.6582642,312.5811462
492.7862549,307.5171204
494.7416992,310.3534546
500.8075256,306.2384033
430.6811829,311.5420837
428.6334229,315.5533142
434.3972473,310.4589844
450.0001526,311.7898865
447.4268494,315.4393311
454.6190491,310.3927307
458.6638184,313.6463623
239.0672913,318.4318542
233.5844574,325.9490051
226.88414,333.2671509
217.684021,336.846344
209.6314545,337.0950317
219.2472992,338.89328
228.1851654,334.6937256
235.1056213,327.531189
241.3236542,333.1285095
246.3266144,341.7610779
247.0033875,336.0562134
240.9281769,328.1598816
240.5647583,319.4350586
414.1277771,317.9356079
416.7150879,315.6759033
272.9186707,323.7967224
273.6789856,331.6612244
276.6757507,322.3706665
364.3340149,144.5739975
366.9415588,147.1935959
502.9909668,148.7938843
511.102417,153.9879761
520.4381104,157.5154572
524.7528076,165.5875549
520.6113586,174.6303406
514.4378357,182.4844513
507.1935425,189.3391113
507.045105,181.2657623
507.2445374,171.2777252
506.1293335,161.3512115
502.8086853,151.9950104
503.7775574,158.6378326
504.7254944,168.578537
504.2095337,178.5544128
501.9736938,188.2749786
498.4072571,187.6147919
496.8434448,196.8756256
496.6837463,195.15065
501.2896118,191.0269012
504.469696,181.5610809
505.8687439,183.0387115
507.9572449,188.8617554
515.3822632,182.1900787
521.403656,174.2306366
525.0769653,164.9998627
520.4545593,157.193161
511.1354065,153.6181641
503.3807678,148.1997681
508.8247681,149.2843628
518.3610229,152.2743835
526.9289856,157.2566986
528.4125977,166.6680603
524.1534119,175.6765594
518.2771301,183.7552643
511.3893433,190.9900665
503.1627502,196.5800629
509.3753662,193.1270599
516.5967712,186.2272644
522.8434143,178.4304504
527.7192078,169.7261505
528.9543457,159.9842377
521.9396667,153.4172211
512.5429688,150.0101471
504.9002075,144.4877396
350.47229,149.31604
342.6828308,153.6436615
352.1322937,153.1184387
361.9354248,151.1738739
353.5744019,152.482605
343.8129883,153.8521576
351.4492798,149.4030914
353.6294556,148.4818878
412.1922302,172.2376556
411.5704651,182.2132111
410.7415771,189.0119781
415.0188904,187.8996429
421.7614136,194.1913452
417.4093933,188.0014801
414.3818665,180.4989166
414.9138794,170.5179749
414.2434998,160.5575714
412.0985413,158.8691864
355.1243896,162.7008057
355.6717224,172.6732941
354.9077454,182.6362915
353.2228394,192.4887085
351.3761292,202.3140106
351.8074951,201.7674561
353.7235718,191.9553986
355.394104,182.1001129
356.3351135,172.150589
355.7773438,162.1945343
358.1831055,168.8856201
358.2597351,178.87883
357.4406738,188.8388977
355.8291321,198.7048645
355.0816956,208.6668243
355.8665466,201.0450745
357.4760742,191.1785583
358.7320862,181.2657013
358.9257202,171.2748871
357.7345886,161.3655548
221.1781006,161.5306702
221.0023499,171.5216522
220.2618866,181.4911041
219.2285767,191.4346771
217.9076233,201.3442078
219.2588196,195.206131
220.5690613,185.2957153
221.5341797,175.3454132
222.213562,165.3712463
223.31073,169.0233002
222.9359283,179.0121307
222.2225647,188.9838562
221.941803,198.9751129
222.5187988,193.1085205
223.2433777,183.1377716
224.0457306,173.1730347
224.0881805,163.1869354
201.6266632,163.324585
201.8331299,173.3098755
201.1960907,183.2857056
200.0464478,193.2155151
198.8951721,201.6487274
200.6514893,191.8155365
201.8075714,181.8856812
202.5900421,171.9198761
203.8982849,165.8690948
204.5131378,175.8242035
203.9173279,185.8036957
208.6729126,190.9678345
204.2787323,187.6508026
205.0272522,177.6832581
204.9627686,167.6907806
468.7149963,170.4789276
466.0034485,180.0837555
470.723877,173.9692841
468.996521,176.3658752
469.9627075,171.7380066
528.0695496,183.3175812
530.6816406,192.4610748
529.2053528,189.9614105
528.8062439,179.9981232
534.9876709,175.5859985
536.2523804,179.467926
531.0319519,182.3828583
536.3499756,187.742218
538.3002319,192.2826385
536.43396,187.4142303
531.5545349,181.772583
537.2164917,180.8874664
536.3984375,175.6798096
545.8267212,181.9536133
551.9304199,187.7955475
557.0349731,195.824646
558.4817505,205.7016296
558.0772705,215.6537628
549.1271973,213.8941193
540.4121704,209.0191956
535.1953735,209.6896667
543.1592407,215.5851746
552.3324585,219.5535583
561.317688,219.6919098
562.348999,209.8688202
561.2798462,199.935379
558.6235352,190.3180542
551.9391479,183.7189789
557.3217773,188.6854248
560.3777466,198.1647797
561.7444458,208.0643463
561.8751221,218.0020905
553.3959961,219.6683197
544.2120972,215.7214813
536.0784912,210.0651703
541.4865112,210.412796
550.4570923,214.7874603
558.6213379,214.513031
559.0072021,204.5545654
557.2394409,194.7298431
551.6749268,187.3427582
546.4645386,180.7770538
548.9663696,181.181778
439.8100891,189.4209595
436.2122803,198.0555573
428.6394348,196.82341
432.669342,188.7324219
426.1821594,186.3486328
425.7518921,196.0795746
430.7222595,204.2836456
440.6262817,204.3955841
444.2658997,195.9484863
439.9385071,203.9178772
430.1321106,203.4528046
429.3421021,199.0730286
437.4760437,197.112915
440.6266174,188.185791
448.3528137,187.6774292
445.3407593,194.3902588
448.7663879,187.0092468
441.5852661,186.5389099
456.7153625,189.5681305
453.8529663,195.6787872
462.7568665,197.4849701
459.8706055,188.8809357
428.0328064,185.814621
363.4864502,193.0111542
365.0797729,202.6804047
373.3183594,207.0461273
373.768219,201.9612732
369.8779907,199.2593689
373.2444153,191.2840881
458.518158,187.5525665
463.2564697,196.1499023
454.4927368,195.4859009
457.342804,189.1017609
215.0674591,187.4695587
216.9076843,192.5203552
371.9309082,187.9113617
372.1270447,197.5692139
369.3300781,202.3025055
375.6393738,205.2585144
366.8358154,204.2757874
363.8842163,195.0345001
368.5097046,186.7067871
394.1521301,193.3562622
397.0301514,202.6575317
402.7883606,205.0434418
395.4317322,199.21492
396.349762,189.6129303
401.5507202,190.1356049
397.3064575,197.2537384
401.5929565,201.1997681
397.8609619,192.9538574
403.5402832,188.4133453
429.315979,191.3396606
431.5621033,192.1046448
425.4732971,191.582077
431.2525635,187.9343109
293.1855469,189.8146057
256.5424042,190.1581879
255.433136,199.2544556
256.5510864,207.8076477
256.756897,197.8419189
259.0578918,206.6450806
259.1443481,203.4414673
257.5147552,193.6036377
262.7183685,192.9619293
261.4503174,188.9758453
267.884491,195.4612732
265.9843292,205.1197052
262.2063141,210.7432404
267.4662781,202.3250122
267.3563232,192.5889435
297.6959839,188.8686981
300.9153442,192.2054596
303.7357788,191.4868011
310.046051,192.2144928
312.3797302,201.9055634
312.6482239,202.1717072
310.5508118,192.4368439
275.3733978,191.2370453
276.1628113,201.1702728
276.1954346,211.1663666
275.8040924,221.1552734
274.8770752,231.1067352
275.3924103,230.8920135
276.6132202,220.977356
276.8765259,210.9845276
277.6092834,201.9328156
279.0785522,203.591507
277.3439331,193.8404846
281.8835449,193.1543732
277.8946228,189.9218445
285.9964905,194.1177673
285.6869507,203.875412
287.134613,196.3223572
280.9673462,189.1974792
378.7370605,195.8813324
382.907135,204.5166931
380.9333191,201.8098602
381.293335,197.0129547
389.3561401,199.8544922
388.1398621,203.5610504
388.8530579,199.3494415
381.7393799,195.7809753
386.6604004,192.0871735
231.7739868,191.0913544
229.9602661,200.8690338
230.5193176,210.8232117
237.2449036,211.3573303
231.0237732,211.6294708
230.6705627,201.6523285
231.9476166,191.8359833
240.6820526,192.4606934
241.0722961,197.6061707
236.893158,194.8500061
244.8906097,196.4825897
237.8338013,190.3334808
366.6908875,194.7138672
368.7858887,189.6855011
369.6140747,193.4176636
368.8424377,189.9463348
407.8030701,193.6606598
256.5201874,191.2625732
417.0858459,193.2530365
422.9097595,198.8346405
419.7468567,198.1852112
296.1042175,194.2769928
232.3734589,199.779541
235.5229187,202.9802094
242.922699,201.194809
243.7931061,202.0794067
236.3078308,200.9656525
233.0267334,199.5550842
412.3267822,196.3223267
408.4882202,205.2284393
410.4154358,203.6711578
412.8825073,194.1081543
202.9003906,200.1627502
204.1553345,195.2695007
209.6195068,194.5025024
264.0972137,196.5482178
283.2673645,197.1561127
439.8471985,200.691803
308.4436646,205.4508057
308.8591309,215.439209
308.8752441,206.8974152
262.3262634,203.0957031
296.066803,202.5529633
238.9668274,205.6198273
221.9348602,208.888382
281.5552063,209.4588928
278.6954041,217.8910217
278.4527588,227.8852997
278.1282654,237.6061401
